Name,CriticRate,CriticNum,UserRate,UserNum,TN,Index,Year
Motorama,0,0,0,0,0,0,2014
Motorcycle Club,0,0,1.8,8,0.8,18,2014
Motte Island,0,0,3.8,4,0.4,38,2014
Mount Your Friends,0,2,7.4,19,3.9,74,2014
Mountain,0,1,5.2,21,3.1,52,2014
MouseCraft,72,16,6.8,26,18.6,71.44086022,2014
Movie Studio Boss: The Sequel,0,0,0,0,0,0,2014
Mr. Bree+,0,1,6.4,5,1.5,64,2014
Muffin Knight,0,0,0,0,0,0,2014
Munich Bus Simulator,0,0,0,0,0,0,2014
Munin,68,14,6.8,13,15.3,68,2014
Murder Miners,0,0,7.4,11,1.1,74,2014
Murdered: Soul Suspect,59,22,7.3,424,64.4,68.2173913,2014
MXGP - The Official Motocross Videogame,0,3,6.4,11,4.1,64,2014
MXGP - The Official Motocross Videogame Compact,0,0,0,0,0,0,2014
My Best Friends - Cats & Dogs,0,0,0,0,0,0,2014
My Ex-Boyfriend the Space Tyrant,0,1,3.3,7,1.7,33,2014
My Lands: Black Gem Hunting,0,0,0,0,0,0,2014
My Pet Hotel,0,0,0,0,0,0,2014
My Pet Hotel 2,0,0,0,0,0,0,2014
My Riding Stables: Life with Horses,0,0,0,0,0,0,2014
My Riding Stables: Your Horse world,0,0,0,0,0,0,2014
My Vet Practice - In the Country,0,0,0,0,0,0,2014
Mystery Expedition: Prisoners of Ice,0,0,0,0,0,0,2014
Mystic Towers,0,0,0,0,0,0,2014
Mythos: The Beginning - Director's Cut,0,0,0,0,0,0,2014
Myths Of Orion: Light From The North,0,0,0,0,0,0,2014
NaissanceE,66,12,7,49,16.9,67.15976331,2014
0M,0,0,0,0,0,0,2014
Namariel Legends: Iron Lord Premium Edition,0,0,0,0,0,0,2014
Nameless ~The one thing you must recall~,0,2,0,0,2,0,2014
Nanofights,0,0,0,0,0,0,2014
0RUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,61,4,6.6,86,12.6,64.41269841,2014
National Zombie Park,0,1,0,0,1,0,2014
Near Impact,0,0,0,0,0,0,2014
Nearwood - Collector's Edition,0,0,0,0,0,0,2014
Necronomicon: The Dawning of Darkness,0,0,0,0,0,0,2014
NEKOPARA Vol. 1,0,2,7,58,7.8,70,2014
NEO Scavenger,77,7,7.7,58,12.8,77,2014
Neocolonialism,0,0,0,0,0,0,2014
NEStalgia,0,1,4.5,11,2.1,45,2014
Nether: Resurrected,57,7,4.6,118,18.8,50.09574468,2014
Never Alone (Kisima Ingitchuna),72,30,6.3,91,39.1,69.90537084,2014
Neverending Nightmares,68,21,7.1,91,30.1,68.90697674,2014
New York Bus Simulator,0,0,0,0,0,0,2014
Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,0,1,0,0,1,0,2014
Nicole,0,1,0,0,1,0,2014
Nidhogg,81,43,6.8,144,57.4,77.73867596,2014
Nightmares from the Deep 2: The Siren's Call,0,0,7.6,8,0.8,76,2014
Nightmares from the Deep: The Cursed Heart,0,0,6.7,10,1,67,2014
Ninja Cats vs Samurai Dogs,0,1,0,0,1,0,2014
NOBU0GA'S AMBITION: Souzou (Traditional Chinese version),0,0,0,0,0,0,2014
Noir Syndrome,0,1,7.6,5,1.5,76,2014
NoLimits 2 Roller Coaster Simulation,0,1,8.3,4,1.4,83,2014
Northmark: Hour of the Wolf,0,1,0,0,1,0,2014
Nosferatu: The Wrath of Malachi,70,26,7.5,44,30.4,70.72368421,2014
Nostradamus: The Last Prophecy,70,10,5.9,8,10.8,69.18518519,2014
NS2: Combat,0,0,0,0,0,0,2014
Numba Deluxe,0,0,0,0,0,0,2014
Nux,0,0,0,0,0,0,2014
Oblivious Garden ~Carmina Burana,0,0,0,0,0,0,2014
Obludia,0,0,0,0,0,0,2014
Obscure,63,21,7.7,52,26.2,65.77862595,2014
Obscure II (Obscure: The Aftermath),59,10,7.5,30,13,62.69230769,2014
OCEAN CITY RACING: Redux,0,1,6.4,5,1.5,64,2014
Octodad: Dadliest Catch,69,44,7.6,222,66.2,71.34743202,2014
Of Guards And Thieves,0,0,0,0,0,0,2014
Oknytt,61,4,7.6,24,6.4,66.625,2014
OlliOlli,78,12,6.7,28,14.8,75.91891892,2014
OMG Zombies!,0,3,5.2,5,3.5,52,2014
One Day For Ched,0,0,5.3,8,0.8,53,2014
One Finger Death Punch,0,3,8.6,122,15.2,86,2014
One Late Night: Deadline,0,1,3.7,7,1.7,37,2014
One Way Heroics,0,3,7.5,26,5.6,75,2014
Oniken: Unstoppable Edition,0,2,6.9,21,4.1,69,2014
Only If,39,4,5.6,57,9.7,48.98969072,2014
ORB,68,13,0,0,13,68,2014
Orbital Gear,59,6,6.9,9,6.9,60.30434783,2014
Orborun,0,3,0,0,3,0,2014
Orc Attack: Flatulent Rebellion,0,3,0,0,3,0,2014
Organic Panic,0,0,0,0,0,0,2014
Original War,61,9,8.8,71,16.1,72.9068323,2014
OTTTD,0,2,0,0,2,0,2014
Our Darker Purpose,74,4,7,23,6.3,72.53968254,2014
Outcast 1.1,0,0,0,0,0,0,2014
Outland,83,8,7.3,52,13.2,79.06060606,2014
Over The Void,0,0,0,0,0,0,2014
Overcast - Walden and the Werewolf,0,1,5.3,11,2.1,53,2014
Pacific Liberation Force,0,0,0,0,0,0,2014
PAC-MAN MUSEUM,0,0,5.2,5,0.5,52,2014
Paganitzu,0,0,0,0,0,0,2014
Pajama Sam 2: Thunder And Lightning Aren't So Frightening,0,0,0,0,0,0,2014
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,0,0,0,0,0,0,2014
Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,0,0,0,0,0,0,2014
Pajama Sam: Games to Play on Any Day,0,0,0,0,0,0,2014
Pajama Sam: No Need to Hide When It's Dark Outside,0,0,0,0,0,0,2014
Pajama Sam's Lost & Found,0,0,0,0,0,0,2014
Pajama Sam's Sock Works,0,0,0,0,0,0,2014
Pandora: First Contact,68,12,7.4,51,17.1,69.78947368,2014
Panzer Corps,80,12,7.5,75,19.5,78.07692308,2014
Panzer Elite Action Gold Edition,0,0,0,0,0,0,2014
Panzer Tactics HD,69,11,0,0,11,69,2014
Paper Monsters Recut,0,1,0,0,1,0,2014
Paper Sorcerer,73,7,6.7,33,10.3,71.0776699,2014
Paradigm Shift,0,0,0,0,0,0,2014
Paranautical Activity: Deluxe Atonement Edition,0,2,6.8,32,5.2,68,2014
Paranormal State: Poison Spring,0,0,6.8,4,0.4,68,2014
Parkan 2,0,0,6.1,8,0.8,61,2014
Particulars,74,5,0,0,5,74,2014
Passing Pineview Forest,0,0,0,0,0,0,2014
Pe-2: Dive Bomber,0,0,0,0,0,0,2014
Perimeter,77,39,7.6,34,42.4,76.91981132,2014
Perimeter: Emperor's Testament,72,15,0,0,15,72,2014
Perpetuum,0,0,8.3,10,1,83,2014
Pharaoh's Tomb,0,0,0,0,0,0,2014
Philia : the Sequel to Elansar,0,0,0,0,0,0,2014
Phoenix Force,0,0,0,0,0,0,2014
Pier Solar and the Great Architects,73,4,6.6,16,5.6,71,2014
Pilot Brothers,0,0,8.3,4,0.4,83,2014
Pilot Brothers 2,0,0,0,0,0,0,2014
Pineview Drive,58,5,5.7,21,7.1,57.70422535,2014
Pirate Hell,0,0,0,0,0,0,2014
Pitiri 1977,0,0,0,0,0,0,2014
Pivvot,0,0,0,0,0,0,2014
Pixel Boy and the Ever Expanding Dungeon,0,3,0,0,3,0,2014
Pixel Hunter,0,1,4,5,1.5,40,2014
Pixel Piracy,0,0,6.7,84,8.4,67,2014
Pixel Puzzles: Japan,0,0,5.4,10,1,54,2014
Pixel Puzzles: UndeadZ,0,2,4.1,7,2.7,41,2014
Planet Alcatraz,0,0,6.8,10,1,68,2014
Planet Stronghold,0,0,7,5,0.5,70,2014
planetarian ~the reverie of a little planet~,0,2,7.7,16,3.6,77,2014
Platformines,67,10,7,5,10.5,67.14285714,2014
Platypus,0,0,0,0,0,0,2014
Platypus II,0,0,0,0,0,0,2014
Point Perfect,0,1,0,0,1,0,2014
Polarity,0,1,4.6,8,1.8,46,2014
Poltergeist: A Pixelated Horror,70,4,0,0,4,70,2014
POP: Methodology Experiment One,0,0,0,0,0,0,2014
Post Master,0,2,0,0,2,0,2014
Potatoman Seeks the Troof,0,1,5.8,4,1.4,58,2014
Power-Up,0,0,4,4,0.4,40,2014
Pox Nora,0,1,7.9,7,1.7,79,2014
Praetorians,78,23,7.7,44,27.4,77.83941606,2014
Prelogate,0,0,0,0,0,0,2014
Pressured,0,0,0,0,0,0,2014
Pretentious Game,0,0,0,0,0,0,2014
Prime World,65,6,7,68,12.8,67.65625,2014
Princess Isabella,0,0,0,0,0,0,2014
Princess Isabella - Return of the Curse,0,0,0,0,0,0,2014
Princess Remedy in a World of Hurt,0,0,7.6,7,0.7,76,2014
Pro Cycling Manager 2014,67,11,6.5,6,11.6,66.89655172,2014
Pro Rugby Manager 2015,0,2,0,0,2,0,2014
Pro Wrestling X,0,0,0,0,0,0,2014
Probability 0,0,1,0,0,1,0,2014
Probably Archery,0,2,4.3,7,2.7,43,2014
Procyon,0,0,0,0,0,0,2014
Professor Teaches Photoshop Creative Cloud,0,0,0,0,0,0,2014
Project Root,0,1,0,0,1,0,2014
Project Temporality,58,6,0,0,6,58,2014
Prophour23,0,1,0,0,1,0,2014
Proxy Blade Zero,0,0,0,0,0,0,2014
Psichodelya,0,0,0,0,0,0,2014
Psy High,0,0,0,0,0,0,2014
Pulstar,0,2,5,4,2.4,50,2014
Pure Pool,68,6,6.9,11,7.1,68.15492958,2014
Putt-Putt and Fatty Bear's Activity Pack,0,0,0,0,0,0,2014
Putt-Putt and Pep's Balloon-o-Rama,0,0,0,0,0,0,2014
Putt-Putt and Pep's Dog on a Stick,0,0,0,0,0,0,2014
Putt-Putt Enters the Race,0,0,0,0,0,0,2014
Putt-Putt Goes to the Moon,0,0,0,0,0,0,2014
Putt-Putt Joins the Circus,0,0,0,0,0,0,2014
Putt-Putt Joins the Parade,0,1,0,0,1,0,2014
Putt-Putt Saves The Zoo,0,0,0,0,0,0,2014
Putt-Putt Travels Through Time,0,0,0,0,0,0,2014
Putt-Putt: Pep's Birthday Surprise,0,0,0,0,0,0,2014
Pyrite Heart,0,1,0,0,1,0,2014
Q*bert: Rebooted,0,0,0,0,0,0,2014
Q.U.B.E: Director's Cut,0,1,7,20,3,70,2014
Qbeh-1: The Atlas Cube,72,5,7.8,9,5.9,72.91525424,2014
QbQbQb,0,0,0,0,0,0,2014
Qora,63,4,0,0,4,63,2014
QP Shooting - Dangerous!!,0,1,0,0,1,0,2014
Quake Live,0,1,8.2,86,9.6,82,2014
QUALIA 3: Multi Agent,0,0,0,0,0,0,2014
Quantum Flux,0,0,0,0,0,0,2014
Quantum Rush Champions,0,2,0,0,2,0,2014
Quest for Infamy,63,9,7.4,36,12.6,66.14285714,2014
Quest of Dungeons,0,3,6.4,10,4,64,2014
QuestRun,0,3,5.2,5,3.5,52,2014
Qvadriga,72,5,4.7,13,6.3,66.84126984,2014
Rabbit Hole 3D: Steam Edition,0,0,0,0,0,0,2014
Race To Mars,0,0,0,0,0,0,2014
Racer 8,0,0,6,9,0.9,60,2014
Radiant Defense,0,0,0,0,0,0,2014
RADical ROACH Remastered,0,1,6.5,11,2.1,65,2014
Rage Runner,0,0,0,0,0,0,2014
Raiden III Digital Edition,0,1,0,0,1,0,2014
Railroad Pioneer,50,4,7.3,13,5.3,55.64150943,2014
Railroad X,0,0,0,0,0,0,2014
Rambo The Video Game: Baker Team,34,22,1.6,287,50.7,23.81065089,2014
Randal's Monday,57,30,6.7,58,35.8,58.62011173,2014
Raptor: Call of the Shadows (1994 Classic Edition),0,0,8.3,4,0.4,83,2014
RC Cars,65,19,6.2,15,20.5,64.7804878,2014
Real Boxing,0,1,6.6,16,2.6,66,2014
Real Horror Stories Ultimate Edition,0,0,2.9,15,1.5,29,2014
Realms of Arkania 1 - Blade of Destiny Classic,18,5,2.9,67,11.7,24.2991453,2014
Realms of Arkania 2 - Star Trail Classic,0,0,0,0,0,0,2014
Realms of Arkania 3 - Shadows over Riva Classic,0,0,8.7,14,1.4,87,2014
Realms of Chaos,0,0,0,0,0,0,2014
Realms of the Haunting,0,0,7.3,11,1.1,73,2014
realMyst: Masterpiece Edition,0,2,8.8,8,2.8,88,2014
Reaper - Tale of a Pale Swordsman,0,2,6.5,12,3.2,65,2014
Recovery Search & Rescue Simulation,0,1,2,5,1.5,20,2014
Recruits,0,0,0,0,0,0,2014
RECYCLE,0,1,0,0,1,0,2014
Red Johnson's Chronicles - 1+2 - Steam Special Edition,0,0,0,0,0,0,2014
Redline,0,0,0,0,0,0,2014
Redneck Racers,0,0,0,0,0,0,2014
Redux: Dark Matters,61,7,0,0,7,61,2014
RefleX,0,0,0,0,0,0,2014
Reflex Arena,0,0,0,0,0,0,2014
ReignMaker,0,0,8.6,28,2.8,86,2014
Reprisal Universe,0,2,0,0,2,0,2014
resident evil 4 / biohazard 4,76,15,7.5,294,44.4,75.33783784,2014
Residue: Final Cut,0,2,0,0,2,0,2014
Retro City Rampage DX,0,3,6.8,12,4.2,68,2014
Retro Game Crunch,0,0,0,0,0,0,2014
Retrobooster,0,1,0,0,1,0,2014
Return to Mysterious Island,79,19,7.7,27,21.7,78.75115207,2014
Return to Mysterious Island 2,0,0,6.3,4,0.4,63,2014
Reversion - The Escape (1st Chapter),0,0,6,7,0.7,60,2014
Reversion - The Meeting (2nd Chapter),0,2,7.4,5,2.5,74,2014
Revolution Ace,0,1,5.9,7,1.7,59,2014
REVOLVER360 RE:ACTOR,0,0,8.3,6,0.6,83,2014
Rex Nebular and the Cosmic Gender Bender,0,0,0,0,0,0,2014
Rex Rocket,0,0,7.8,4,0.4,78,2014
Rhiannon: Curse of the Four Branches,67,10,7.1,8,10.8,67.2962963,2014
Rhythm Destruction,0,1,0,0,1,0,2014
Richard & Alice,70,14,6.8,18,15.8,69.7721519,2014
Riding Star - Horse Championship!,0,0,0,0,0,0,2014
Rift's Cave,0,0,0,0,0,0,2014
Rime Berta,0,3,0,0,3,0,2014
Riptide GP2,0,3,7.7,6,3.6,77,2014
Rise of Nations: Extended Edition,0,0,7,55,5.5,70,2014
Rise of Prussia Gold,0,0,0,0,0,0,2014
Rise of the Triad: Dark War,0,0,6.3,7,0.7,63,2014
Rise to Ruins,0,0,0,0,0,0,2014
Risen 3 - Titan Lords,65,49,5.7,857,134.7,59.91017075,2014
Rising Angels: Reborn,0,0,0,0,0,0,2014
Rising World,0,0,0,0,0,0,2014
Road Madness,0,0,0,0,0,0,2014
Road Not Taken,75,20,6.5,17,21.7,74.21658986,2014
Road Works,0,0,0,0,0,0,2014
Roadside Assistance Simulator,0,0,0,0,0,0,2014
Roaming Fortress,0,0,0,0,0,0,2014
Robin's Island Adventure,0,0,0,0,0,0,2014
Robin's Quest,0,0,0,0,0,0,2014
Robot Rescue Revolution,0,0,0,0,0,0,2014
Robotex,0,1,1.3,4,1.4,13,2014
Robowars,0,0,0,0,0,0,2014
Rock Boshers DX: Directors Cut,0,0,7.6,5,0.5,76,2014
Rock Zombie,0,0,0,0,0,0,2014
Rocko's Quest,41,4,0,0,4,41,2014
Rodina,0,0,0,0,0,0,2014
Rogue Shooter: The FPS Roguelike,0,1,6.8,4,1.4,68,2014
Rogue's Tale,0,1,7,4,1.4,70,2014
RollerCoaster Tycoon 2: Triple Thrill Pack,74,22,8.7,148,36.8,79.22826087,2014
RollerCoaster Tycoon: Deluxe,0,0,8.3,11,1.1,83,2014
Rollers of the Realm,68,19,7.4,30,22,68.81818182,2014
Rooks Keep,0,0,0,0,0,0,2014
Roommates,0,1,6,5,1.5,60,2014
Rooms: The Main Building,0,0,0,0,0,0,2014
Rooster Teeth vs. Zombiens,0,0,0,0,0,0,2014
Roundabout,75,9,7.7,10,10,75.2,2014
Rover Rescue,0,0,0,0,0,0,2014
Royal Defense,0,0,0,0,0,0,2014
Royal Quest,0,0,5.2,11,1.1,52,2014
RTS Creator,0,0,0,0,0,0,2014
Rube Works: The Official Rube Goldberg Invention Game,0,2,0,0,2,0,2014
Rugby Union Team Manager 2015,0,0,0,0,0,0,2014
Rulers of Nations,63,4,5.9,7,4.7,62.40425532,2014
Run For Rum,0,0,0,0,0,0,2014
Run or Die,0,0,0,0,0,0,2014
Runaway Express Mystery,0,0,0,0,0,0,2014
Runers,68,9,6.9,13,10.3,68.12621359,2014
Rush for Glory,0,3,6.9,10,4,69,2014
rymdkapsel,77,4,7.6,16,5.6,76.71428571,2014
Ryse: Son of Rome,61,27,6.7,574,84.4,65.08056872,2014
Sacred 3,57,47,1.5,511,98.1,35.12232416,2014
Saints Row IV - Reverse Cosplay Pack,0,0,0,0,0,0,2014
Saints Row IV: Game of the Century Edition,86,45,7.4,1654,210.4,76.56653992,2014
Sakura Spirit,0,3,5.4,30,6,54,2014
Salammbo: Battle for Carthage,77,5,7.6,5,5.5,76.90909091,2014
Sam Glyph: Private Eye!,0,0,0,0,0,0,2014
Sanitarium,0,0,8.7,67,6.7,87,2014
Saturday Morning RPG,0,3,6.7,13,4.3,67,2014
Save the Furries,0,0,0,0,0,0,2014
Scania Truck Driving Simulator,0,0,6,5,0.5,60,2014
Schein,0,3,7.2,10,4,72,2014
School Bus Fun,0,0,0,0,0,0,2014
School of Dragons,0,0,0,0,0,0,2014
Schrodinger's Cat And The Raiders Of The Lost Quark,59,13,6.3,6,13.6,59.17647059,2014
Science Girls,0,0,0,0,0,0,2014
Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,0,1,0,0,1,0,2014
Scourge: Outbreak,0,1,7.2,21,3.1,72,2014
Screencheat,71,7,7.3,8,7.8,71.20512821,2014
Sea Legends: Phantasmal Light Collector's Edition,0,0,0,0,0,0,2014
Season Match,0,0,0,0,0,0,2014
Season Match 2,0,0,0,0,0,0,2014
Season Match 3 - Curse of the Witch Crow,0,0,0,0,0,0,2014
Secret Agent,0,0,0,0,0,0,2014
Secrets of Raetikon,58,8,7.1,10,9,59.44444444,2014
See No Evil,0,3,5.4,10,4,54,2014
Selknam Defense,0,1,3.3,4,1.4,33,2014
Sentinel,0,0,0,0,0,0,2014
Sentinel 3: Homeworld,0,0,0,0,0,0,2014
Sentinels of the Multiverse,0,1,8.1,11,2.1,81,2014
Sentris,0,3,0,0,3,0,2014
Serena,0,1,7,47,5.7,70,2014
Serious Sam Classics: Revolution,0,0,0,0,0,0,2014
Shadow Ops: Red Mercury,61,16,6.3,12,17.2,61.13953488,2014
Shadow Puppeteer,57,5,5.5,10,6,56.66666667,2014
Shadow Warrior (Classic),73,50,8.1,728,122.8,77.74267101,2014
Shadowcrypt,0,0,0,0,0,0,2014
Shadowgate,68,20,7.1,44,24.4,68.54098361,2014
Shadowrun: Dragonfall - Director's Cut,87,5,8.3,276,32.6,83.61349693,2014
Shadows on the Vatican Act I: Greed,0,0,7.2,10,1,72,2014
Shadows: Heretic Kingdoms,74,15,7.1,57,20.7,73.17391304,2014
Shan Gui,0,0,5.5,6,0.6,55,2014
Shannon Tweed's Attack Of The Groupies,0,1,0,0,1,0,2014
Shantae: Risky's Revenge - Director's Cut,0,1,8.3,31,4.1,83,2014
Sharpe Investigations: Death on the Seine,0,0,0,0,0,0,2014
Shattered Planet,0,3,7.6,5,3.5,76,2014
Sherlock Holmes: Crimes and Punishments,77,32,7.7,214,53.4,77,2014
Shiny The Firefly,0,1,0,0,1,0,2014
Ship Simulator: Maritime Search and Rescue,0,1,0,0,1,0,2014
Shovel Knight: Treasure Trove,85,46,8,469,92.9,82.47578041,2014
Sid Meier's Civilization: Beyond Earth,81,78,5.5,1043,182.3,66.12452002,2014
Sigils of Elohim,0,0,0,0,0,0,2014
Sign Motion,0,2,0,0,2,0,2014
Signs of Life,0,0,0,0,0,0,2014
Silence of the Sleep,66,11,7.7,30,14,68.35714286,2014
Silent Service,0,0,0,0,0,0,2014
Silent Service 2,0,0,0,0,0,0,2014
SilverQuest: Gaiden,0,0,0,0,0,0,2014
Sinister City,0,1,0,0,1,0,2014
Sinking Island,68,8,7,22,10.2,68.43137255,2014
"Sir, You Are Being Hunted",63,25,6.5,67,31.7,63.42271293,2014
Sisyphus Reborn,0,0,0,0,0,0,2014
Skara - The Blade Remains,0,0,0,0,0,0,2014
Ski Region Simulator - Gold Edition,0,1,0,0,1,0,2014
Skilltree Saga,0,1,6,4,1.4,60,2014
Ski-World Simulator,0,0,0,0,0,0,2014
Sky Mercenaries,0,0,0,0,0,0,2014
Skyborn,0,0,8.1,22,2.2,81,2014
Slave Zero,0,0,8.5,4,0.4,85,2014
Sledgehammer / Gear Grinder,0,0,0,0,0,0,2014
Sleeping Dogs: Definitive Edition,0,0,7.3,93,9.3,73,2014
Slip,0,0,0,0,0,0,2014
Small Town Terrors Pilgrim's Hook Collector's Edition,0,0,0,0,0,0,2014
Smooth Operators,0,0,0,0,0,0,2014
Smugglers 5,0,0,0,0,0,0,2014
Smugglers 5: Invasion,0,3,6.3,4,3.4,63,2014
Sneaky Sneaky,63,5,0,0,5,63,2014
Sniper Art of Victory,36,7,3.6,20,9,36,2014
Sniper Elite 3,71,29,6.9,344,63.4,69.9148265,2014
Snow Light,0,0,0,0,0,0,2014
Snowcat Simulator,0,0,0,0,0,0,2014
So Many Me,78,7,7.1,21,9.1,76.38461538,2014
Sokobond,82,7,7.7,6,7.6,81.60526316,2014
Solar Struggle,0,0,0,0,0,0,2014
Soldiers: Heroes of World War II,77,45,8.3,51,50.1,77.61077844,2014
Soul Gambler,0,0,6.6,16,1.6,66,2014
Soulbringer,70,19,7.7,28,21.8,70.89908257,2014
South Park: The Stick of Truth,85,48,8.6,1926,240.6,85.80049875,2014
Space Farmers,0,2,5.4,8,2.8,54,2014
Space Galaxy - Graphics Pack,0,0,0,0,0,0,2014
Space Hack,63,13,7.7,37,16.7,66.10179641,2014
Space Hulk: Ascension,72,13,7.3,30,16,72.1875,2014
Space Legends: At the Edge of the Universe,0,0,0,0,0,0,2014
Space Run,73,17,7.6,54,22.4,73.72321429,2014
Space Salvager,0,0,0,0,0,0,2014
Space Warp,0,0,0,0,0,0,2014
Spacebase DF-9,49,4,3.1,51,9.1,38.91208791,2014
SPACECOM,68,8,7.6,16,9.6,69.33333333,2014
Spaceforce Homeworld,0,0,0,0,0,0,2014
Spate,61,4,6.8,23,6.3,63.55555556,2014
Speed Kills,0,1,0,0,1,0,2014
SpellForce 2 - Demons of the Past,54,9,66,23,11.3,177.3451327,2014
Spice Road,0,0,8,7,0.7,80,2014
SPINTIRES,67,15,7.7,147,29.7,71.94949495,2014
Spirited Heart Deluxe,0,0,0,0,0,0,2014
Splatter - Zombie Apocalypse,0,3,8,8,3.8,80,2014
Split/Second,79,18,8.1,131,31.1,79.84244373,2014
Spoiler Alert,0,3,3.1,7,3.7,31,2014
SPORT1 Live : Duel,0,0,0,0,0,0,2014
Sportsfriends,0,0,0,0,0,0,2014
Sprite Lamp,0,0,0,0,0,0,2014
Sproggiwood,0,1,8.2,5,1.5,82,2014
Spud's Quest,0,2,8.1,16,3.6,81,2014
Spy Chameleon - RGB Agent,0,0,6.9,8,0.8,69,2014
"Spy Fox 2 ""Some Assembly Required""",0,0,0,0,0,0,2014
"Spy Fox 3 ""Operation Ozone""",0,0,0,0,0,0,2014
"Spy Fox in ""Dry Cereal""",0,0,0,0,0,0,2014
Spy Fox In: Cheese Chase,0,0,0,0,0,0,2014
Spy Fox In: Hold the Mustard,0,0,0,0,0,0,2014
Squirt's Adventure,0,0,0,0,0,0,2014
Squishy the Suicidal Pig,0,0,7.4,9,0.9,74,2014
Stained,0,1,0,0,1,0,2014
Star Nomad,0,0,0,0,0,0,2014
Star Swarm Stress Test,0,0,0,0,0,0,2014
Star Traders: 4X Empires,0,0,0,0,0,0,2014
Stargunner,0,0,0,0,0,0,2014
Starion Tactics,0,0,0,0,0,0,2014
Starlight Inception?,0,3,2.1,8,3.8,21,2014
Starlite: Astronaut Rescue - Developed in Collaboration with 0SA,0,0,0,0,0,0,2014
StarMade,0,0,0,0,0,0,2014
Starpoint Gemini 2,70,19,8.4,146,33.6,76.08333333,2014
Starship Rubicon,0,0,0,0,0,0,2014
Starwalker,0,0,0,0,0,0,2014
STARWHAL,0,3,7.4,8,3.8,74,2014
Steam Bandits: Outpost,0,0,0,0,0,0,2014
Steam Marines,0,1,5.6,16,2.6,56,2014
Steel & Steam: Episode 1,0,2,0,0,2,0,2014
Stick RPG 2: Director's Cut,0,0,0,0,0,0,2014
Stonerid,0,0,0,0,0,0,2014
Storm over the Pacific,0,1,5,4,1.4,50,2014
Stranded,0,2,3.8,5,2.5,38,2014
Strata,0,0,0,0,0,0,2014
Strategic War in Europe,0,1,7.3,4,1.4,73,2014
Street Racing Syndicate,0,0,6.7,10,1,67,2014
STRIDER,78,10,7.5,104,20.4,76.47058824,2014
Strike Suit Zero: Director's Cut,66,40,7.3,161,56.1,68.00891266,2014
Strike Vector,73,22,7.7,51,27.1,73.75276753,2014
Stronghold Crusader 2,65,30,6.1,215,51.5,63.33009709,2014
StuntMANIA Reloaded,0,0,0,0,0,0,2014
Styx: Master of Shadows,71,31,7.2,296,60.6,71.48844884,2014
Sudeki,0,0,8.4,35,3.5,84,2014
Sudokuball Detective,0,0,0,0,0,0,2014
SUGURI,0,0,0,0,0,0,2014
Summoner,78,14,7.7,29,16.9,77.82840237,2014
SunAge: Battle for Elysium,0,0,0,0,0,0,2014
Sunrider: Mask of Arcadius,0,0,7.7,22,2.2,77,2014
Super Chain Crusher Horizon,0,0,0,0,0,0,2014
Super Killer Hornet: Resurrection,0,0,6,13,1.3,60,2014
Super Lemonade Factory,0,0,0,0,0,0,2014
Super Motherload,0,1,7.9,8,1.8,79,2014
Super Panda Adventures,0,1,7.2,6,1.6,72,2014
Super Time Force Ultra,80,9,6.5,42,13.2,75.22727273,2014
Super Toy Cars,0,1,5.6,5,1.5,56,2014
Super Trench Attack!,0,2,7.8,5,2.5,78,2014
Super Win the Game,0,0,6.8,6,0.6,68,2014
SuperPower 2 Steam Edition,51,19,6.8,22,21.2,52.76415094,2014
Supreme Ruler 1936,0,3,7.9,16,4.6,79,2014
Supreme Ruler Ultimate,0,1,7.9,15,2.5,79,2014
Sweet Lily Dreams,0,2,0,0,2,0,2014
Sweezy Gunner,0,0,0,0,0,0,2014
Swipecart,0,0,0,0,0,0,2014
Sword of the Samurai,0,0,0,0,0,0,2014
T.E.C. 3001,0,0,7.8,4,0.4,78,2014
Tail Drift,0,0,0,0,0,0,2014
Takedown: Red Sabre,34,17,2.9,166,33.6,31.5297619,2014
Tales from the Borderlands,84,43,8.4,363,79.3,84,2014
Tales From The Dragon Mountain 2: The Lair,0,2,0,0,2,0,2014
Tales From The Dragon Mountain: The Strix,0,0,0,0,0,0,2014
Tales of Adventure 2,0,0,3.5,6,0.6,35,2014
Talisman: Digital Edition,51,4,5.8,85,12.5,55.76,2014
Task Force 1942: Surface Naval Action in the South Pacific,0,0,0,0,0,0,2014
Taxi,0,0,0,0,0,0,2014
Team Indie,58,6,8.3,8,6.8,60.94117647,2014
Terminal Velocity,0,0,0,0,0,0,2014
Terraformer Expedition to Mars,0,0,0,0,0,0,2014
Terrian Saga: KR-17,83,4,8.3,16,5.6,83,2014
Terrorhedron Tower Defense,0,1,5,4,1.4,50,2014
Tesla Breaks the World!,0,2,0,0,2,0,2014
Tesla Effect: A Tex Murphy Adventure,68,33,8.5,168,49.8,73.73493976,2014
TesserAct,0,0,0,0,0,0,2014
Tex Murphy: Martian Memorandum,0,0,0,0,0,0,2014
Tex Murphy: Mean Streets,0,0,0,0,0,0,2014
Tex Murphy: Overseer,0,0,8.3,12,1.2,83,2014
Tex Murphy: The Pandora Directive,0,0,8.5,11,1.1,85,2014
