Tag1,Tag2,value
science,6dof,0
score attack,6dof,0
sequel,6dof,0
sexual content,6dof,0
shoot 'em up,6dof,0.005050505
shooter,6dof,0.002396166
short,6dof,0
side scroller,6dof,0
silent protagonist,6dof,0
simulation,6dof,0.000634921
sniper,6dof,0
soccer,6dof,0
software,6dof,0
software training,6dof,0
sokoban,6dof,0
souls-like,6dof,0
space,6dof,0.00173913
space sim,6dof,0
spectacle fighter,6dof,0
spelling,6dof,0
split screen,6dof,0
sports,6dof,0
star wars,6dof,0
stealth,6dof,0
steam machine,6dof,0
steampunk,6dof,0
story rich,6dof,0.001023541
strategy,6dof,0
strategy rpg,6dof,0
stylized,6dof,0
superhero,6dof,0
supernatural,6dof,0
surreal,6dof,0
survival,6dof,0
survival horror,6dof,0
swordplay,6dof,0.017857143
tactical,6dof,0
tactical rpg,6dof,0
tanks,6dof,0
team-based,6dof,0
text-based,6dof,0
third person,6dof,0
third-person shooter,6dof,0
thriller,6dof,0
time attack,6dof,0
time management,6dof,0
time manipulation,6dof,0
time travel,6dof,0
top-down,6dof,0
top-down shooter,6dof,0
touch-friendly,6dof,0
tower defense,6dof,0
trackir,6dof,0
trading,6dof,0
trading card game,6dof,0
trains,6dof,0
transhumanism,6dof,0
turn-based,6dof,0
turn-based combat,6dof,0
turn-based strategy,6dof,0
turn-based tactics,6dof,0
twin stick shooter,6dof,0
typing,6dof,0
underground,6dof,0
underwater,6dof,0
unforgiving,6dof,0
utilities,6dof,0
vampire,6dof,0
video production,6dof,0
villain protagonist,6dof,0
violent,6dof,0
visual novel,6dof,0
voice control,6dof,0
voxel,6dof,0
walking simulator,6dof,0
war,6dof,0
wargame,6dof,0
warhammer 40k,6dof,0
web publishing,6dof,0
werewolves,6dof,0
western,6dof,0
word game,6dof,0
world war i,6dof,0
world war ii,6dof,0
wrestling,6dof,0
zombies,6dof,0
2d fighter,abstract,0
3d platformer,abstract,0
4x,abstract,0
6dof,abstract,0
abstract,abstract,0.037037037
action,abstract,0.000720072
action rpg,abstract,0
action-adventure,abstract,0
addictive,abstract,0.012195122
adventure,abstract,0.000725689
agriculture,abstract,0
aliens,abstract,0
alternate history,abstract,0
america,abstract,0
animation & modeling,abstract,0
anime,abstract,0
arcade,abstract,0.003076923
arena shooter,abstract,0
artificial intelligence,abstract,0
assassin,abstract,0
atmospheric,abstract,0.005455963
audio production,abstract,0
base building,abstract,0
based on a novel,abstract,0
basketball,abstract,0
batman,abstract,0
beat 'em up,abstract,0
beautiful,abstract,0.006896552
benchmark,abstract,0
blood,abstract,0
board game,abstract,0
building,abstract,0
bullet hell,abstract,0
bullet time,abstract,0
capitalism,abstract,0
card game,abstract,0
cartoony,abstract,0
casual,abstract,0.003835616
character action game,abstract,0
character customization,abstract,0
chess,abstract,0
choices matter,abstract,0
choose your own adventure,abstract,0
cinematic,abstract,0
city builder,abstract,0
class-based,abstract,0
classic,abstract,0
co-op,abstract,0
co-op campaign,abstract,0
cold war,abstract,0
comedy,abstract,0
comic book,abstract,0
competitive,abstract,0
conspiracy,abstract,0
conversation,abstract,0
crafting,abstract,0
crime,abstract,0
crowdfunded,abstract,0
crpg,abstract,0
cult classic,abstract,0
cute,abstract,0
cyberpunk,abstract,0
cycling,abstract,0
dark comedy,abstract,0
dark fantasy,abstract,0
dark humor,abstract,0
dating sim,abstract,0
demons,abstract,0
design & illustration,abstract,0
destruction,abstract,0
detective,abstract,0
difficult,abstract,0.005767013
dinosaurs,abstract,0
diplomacy,abstract,0
documentary,abstract,0
dog,abstract,0
dragons,abstract,0
drama,abstract,0
driving,abstract,0
dungeon crawler,abstract,0
dungeons & dragons,abstract,0
dynamic narration,abstract,0
dystopian ,abstract,0
e-sports,abstract,0
early access,abstract,0
economy,abstract,0
education,abstract,0.01369863
emotional,abstract,0
epic,abstract,0
episodic,abstract,0
experience,abstract,0
experimental,abstract,0.011111111
exploration,abstract,0.010752688
family friendly,abstract,0
fantasy,abstract,0.000807754
fast-paced,abstract,0.003676471
female protagonist,abstract,0
fighting,abstract,0
first-person,abstract,0.004545455
fishing,abstract,0
flight,abstract,0
fmv,abstract,0
football,abstract,0
fps,abstract,0.001179245
funny,abstract,0
futuristic,abstract,0
gambling,abstract,0
game development,abstract,0
gamemaker,abstract,0
games workshop,abstract,0
god game,abstract,0
golf,abstract,0
gore,abstract,0
gothic,abstract,0
grand strategy,abstract,0
grid-based movement,abstract,0
gun customization,abstract,0
hack and slash,abstract,0
hacking,abstract,0
hand-drawn,abstract,0.01010101
heist,abstract,0
hex grid,abstract,0
hidden object,abstract,0
historical,abstract,0
horror,abstract,0
horses,abstract,0
hunting,abstract,0
illuminati,abstract,0
indie,abstract,0.00267105
intentionally awkward controls,abstract,0
interactive fiction,abstract,0
inventory management,abstract,0
investigation,abstract,0
isometric,abstract,0
jrpg,abstract,0
kickstarter,abstract,0
lara croft,abstract,0
lego,abstract,0
lemmings,abstract,0
level editor,abstract,0
linear,abstract,0
local co-op,abstract,0
logic,abstract,0.045454545
loot,abstract,0
lore-rich,abstract,0
lovecraftian,abstract,0
magic,abstract,0.003521127
management,abstract,0
mars,abstract,0
martial arts,abstract,0
masterpiece,abstract,0
match 3,abstract,0
mature,abstract,0
mechs,abstract,0
medieval,abstract,0
metroidvania,abstract,0
military,abstract,0
minigames,abstract,0
minimalist,abstract,0.039215686
mining,abstract,0
mmorpg,abstract,0
moba,abstract,0
mod,abstract,0
moddable,abstract,0
modern,abstract,0
mouse only,abstract,0
movie,abstract,0
multiple endings,abstract,0
music,abstract,0.010989011
music-based procedural generation,abstract,0
mystery,abstract,0.002232143
mythology,abstract,0
narration,abstract,0
naval,abstract,0
ninja,abstract,0
noir,abstract,0
nonlinear,abstract,0
nsfw,abstract,0
nudity,abstract,0
offroad,abstract,0
old school,abstract,0
on-rails shooter,abstract,0
online co-op,abstract,0
open world,abstract,0.000772201
otome,abstract,0
parkour,abstract,0
parody ,abstract,0
party-based rpg,abstract,0
perma death,abstract,0
philisophical,abstract,0
photo editing,abstract,0
physics,abstract,0.006060606
pinball,abstract,0
pirates,abstract,0
platformer,abstract,0.0016
point & click,abstract,0.00118624
political,abstract,0
politics,abstract,0
pool,abstract,0
post-apocalyptic,abstract,0
procedural generation,abstract,0.00621118
programming,abstract,0
psychedelic,abstract,0.065217391
psychological,abstract,0.011494253
psychological horror,abstract,0
puzzle,abstract,0.0063593
puzzle-platformer,abstract,0.00990099
pve,abstract,0
pvp,abstract,0
quick-time events,abstract,0
racing,abstract,0
real time tactics,abstract,0
real-time,abstract,0
real-time with pause,abstract,0
realistic,abstract,0.002604167
relaxing,abstract,0.013888889
resource management,abstract,0
retro,abstract,0
rhythm,abstract,0.026315789
robots,abstract,0
rogue-like,abstract,0.002941176
rogue-lite,abstract,0
romance,abstract,0
rome,abstract,0
rpg,abstract,0
rpgmaker,abstract,0
rts,abstract,0
runner,abstract,0
sailing,abstract,0
sandbox,abstract,0
satire,abstract,0
sci-fi,abstract,0
science,abstract,0.033333333
score attack,abstract,0.016129032
sequel,abstract,0
sexual content,abstract,0
shoot 'em up,abstract,0
shooter,abstract,0.001597444
short,abstract,0
side scroller,abstract,0
silent protagonist,abstract,0
simulation,abstract,0.001904762
sniper,abstract,0
soccer,abstract,0
software,abstract,0
software training,abstract,0
sokoban,abstract,0.1
souls-like,abstract,0
space,abstract,0.00173913
space sim,abstract,0
spectacle fighter,abstract,0
spelling,abstract,0
split screen,abstract,0
sports,abstract,0
star wars,abstract,0
stealth,abstract,0
steam machine,abstract,0
steampunk,abstract,0
story rich,abstract,0
strategy,abstract,0.000475511
strategy rpg,abstract,0
stylized,abstract,0
superhero,abstract,0
supernatural,abstract,0
surreal,abstract,0.013888889
survival,abstract,0
survival horror,abstract,0
swordplay,abstract,0
tactical,abstract,0
tactical rpg,abstract,0
tanks,abstract,0
team-based,abstract,0
text-based,abstract,0
third person,abstract,0
third-person shooter,abstract,0
thriller,abstract,0
time attack,abstract,0
time management,abstract,0
time manipulation,abstract,0
time travel,abstract,0
top-down,abstract,0
top-down shooter,abstract,0
touch-friendly,abstract,0.053571429
tower defense,abstract,0
trackir,abstract,0
trading,abstract,0
trading card game,abstract,0
trains,abstract,0
transhumanism,abstract,0
turn-based,abstract,0
turn-based combat,abstract,0
turn-based strategy,abstract,0
turn-based tactics,abstract,0
twin stick shooter,abstract,0
typing,abstract,0
underground,abstract,0
underwater,abstract,0
unforgiving,abstract,0
utilities,abstract,0
vampire,abstract,0
video production,abstract,0
villain protagonist,abstract,0
violent,abstract,0
visual novel,abstract,0
voice control,abstract,0
voxel,abstract,0
walking simulator,abstract,0
war,abstract,0
wargame,abstract,0
warhammer 40k,abstract,0
web publishing,abstract,0
werewolves,abstract,0
western,abstract,0
word game,abstract,0
world war i,abstract,0
world war ii,abstract,0
wrestling,abstract,0
zombies,abstract,0
2d fighter,action,0.074074074
3d platformer,action,0.045454545
4x,action,0.037037037
6dof,action,0
abstract,action,0.024691358
action,action,0.00540054
action rpg,action,0.026490066
action-adventure,action,0
addictive,action,0.012195122
adventure,action,0.044629898
agriculture,action,0.04
aliens,action,0.06122449
alternate history,action,0.09375
america,action,0.071428571
animation & modeling,action,0
anime,action,0.029185868
arcade,action,0.072307692
arena shooter,action,0.02
artificial intelligence,action,0
assassin,action,0.085106383
atmospheric,action,0.033515199
audio production,action,0
base building,action,0.045454545
based on a novel,action,0.025
basketball,action,0
batman,action,0.079545455
beat 'em up,action,0.024875622
beautiful,action,0.034482759
benchmark,action,0
blood,action,0.084507042
board game,action,0.014492754
building,action,0.045112782
bullet hell,action,0.064516129
bullet time,action,0.029411765
capitalism,action,0
card game,action,0.037974684
cartoony,action,0.037735849
casual,action,0.03890411
character action game,action,0
character customization,action,0.031847134
chess,action,0
choices matter,action,0.011976048
choose your own adventure,action,0.018691589
cinematic,action,0.058823529
city builder,action,0.032894737
class-based,action,0
classic,action,0.051860203
co-op,action,0.061538462
co-op campaign,action,0
cold war,action,0.083333333
comedy,action,0.038309115
comic book,action,0.044444444
competitive,action,0.045454545
conspiracy,action,0
conversation,action,0
crafting,action,0.049242424
crime,action,0.043478261
crowdfunded,action,0
crpg,action,0.015625
cult classic,action,0.025974026
cute,action,0.034129693
cyberpunk,action,0.021276596
cycling,action,0
dark comedy,action,0
dark fantasy,action,0.016393443
dark humor,action,0.03
dating sim,action,0.006896552
demons,action,0
design & illustration,action,0
destruction,action,0.0625
detective,action,0.02016129
difficult,action,0.050749712
dinosaurs,action,0.052631579
diplomacy,action,0.03030303
documentary,action,0.2
dog,action,0.071428571
dragons,action,0.068965517
drama,action,0
driving,action,0.078431373
dungeon crawler,action,0.034285714
dungeons & dragons,action,0.016666667
dynamic narration,action,0
dystopian ,action,0
e-sports,action,0.027027027
early access,action,0.091981132
economy,action,0.023809524
education,action,0.02739726
emotional,action,0.030769231
epic,action,0.081081081
episodic,action,0.025862069
experience,action,0
experimental,action,0.022222222
exploration,action,0.033794163
family friendly,action,0.039877301
fantasy,action,0.031502423
fast-paced,action,0.025735294
female protagonist,action,0.013317191
fighting,action,0.066666667
first-person,action,0.043636364
fishing,action,0.125
flight,action,0.086956522
fmv,action,0
football,action,0
fps,action,0.044811321
funny,action,0.035190616
futuristic,action,0.025210084
gambling,action,0
game development,action,0
gamemaker,action,0
games workshop,action,0
god game,action,0
golf,action,0
gore,action,0.02173913
gothic,action,0.06557377
grand strategy,action,0.022222222
grid-based movement,action,0.035087719
gun customization,action,0
hack and slash,action,0.01971831
hacking,action,0.03125
hand-drawn,action,0.03030303
heist,action,0.066666667
hex grid,action,0.041666667
hidden object,action,0
historical,action,0.038338658
horror,action,0.047752809
horses,action,0
hunting,action,0.066666667
illuminati,action,0
indie,action,0.056297514
intentionally awkward controls,action,0.125
interactive fiction,action,0
inventory management,action,0
investigation,action,0.034482759
isometric,action,0.01754386
jrpg,action,0.031914894
kickstarter,action,0
lara croft,action,0.055555556
lego,action,0.083333333
lemmings,action,0.117647059
level editor,action,0.067114094
linear,action,0.018181818
local co-op,action,0.044315992
logic,action,0
loot,action,0.036036036
lore-rich,action,0
lovecraftian,action,0
magic,action,0.031690141
management,action,0.022727273
mars,action,0.071428571
martial arts,action,0.058823529
masterpiece,action,0.024630542
match 3,action,0.022222222
mature,action,0.028571429
mechs,action,0.075757576
medieval,action,0.029761905
metroidvania,action,0.058510638
military,action,0.053140097
minigames,action,0
minimalist,action,0.029411765
mining,action,0.1
mmorpg,action,0.082949309
moba,action,0.070588235
mod,action,0.057971014
moddable,action,0.064356436
modern,action,0
mouse only,action,0
movie,action,0
multiple endings,action,0.007575758
music,action,0.06043956
music-based procedural generation,action,0
mystery,action,0.008928571
mythology,action,0.055555556
narration,action,0.0625
naval,action,0.071428571
ninja,action,0.076923077
noir,action,0.020833333
nonlinear,action,0
nsfw,action,0
nudity,action,0.028571429
offroad,action,0.137931034
old school,action,0.040650407
on-rails shooter,action,0.043478261
online co-op,action,0.017412935
open world,action,0.049420849
otome,action,0
parkour,action,0.02994012
parody ,action,0.034482759
party-based rpg,action,0.050632911
perma death,action,0.028037383
philisophical,action,0.083333333
photo editing,action,0
physics,action,0.075757576
pinball,action,0.1
pirates,action,0.061728395
platformer,action,0.0816
point & click,action,0.005931198
political,action,0.021276596
politics,action,0
pool,action,0
post-apocalyptic,action,0.035573123
procedural generation,action,0.01863354
programming,action,0
psychedelic,action,0.02173913
psychological,action,0.034482759
psychological horror,action,0.023696682
puzzle,action,0.039215686
puzzle-platformer,action,0.059405941
pve,action,0.024390244
pvp,action,0.028806584
quick-time events,action,0.021276596
racing,action,0.148367953
real time tactics,action,0.073170732
real-time,action,0.075
real-time with pause,action,0.010204082
realistic,action,0.059895833
relaxing,action,0.020833333
resource management,action,0.022727273
retro,action,0.037337662
rhythm,action,0.052631579
robots,action,0.047120419
rogue-like,action,0.05
rogue-lite,action,0.024590164
romance,action,0.006329114
rome,action,0.066666667
rpg,action,0.052003082
rpgmaker,action,0
rts,action,0.050561798
runner,action,0.095238095
sailing,action,0
sandbox,action,0.043424318
satire,action,0.025641026
sci-fi,action,0.028311426
science,action,0
score attack,action,0.016129032
sequel,action,0
sexual content,action,0.065217391
shoot 'em up,action,0.070707071
shooter,action,0.045527157
short,action,0.031088083
side scroller,action,0.012048193
silent protagonist,action,0
simulation,action,0.045714286
sniper,action,0.130434783
soccer,action,0.076923077
software,action,0
software training,action,0
sokoban,action,0
souls-like,action,0
space,action,0.074782609
space sim,action,0.054545455
spectacle fighter,action,0
spelling,action,0.25
split screen,action,0.123287671
sports,action,0.090909091
star wars,action,0.083333333
stealth,action,0.057777778
steam machine,action,0
steampunk,action,0.055248619
story rich,action,0.015353122
strategy,action,0.055159296
strategy rpg,action,0.045454545
stylized,action,0
superhero,action,0.02173913
supernatural,action,0.042857143
surreal,action,0.037037037
survival,action,0.056650246
survival horror,action,0.052447552
swordplay,action,0.017857143
tactical,action,0.05794702
tactical rpg,action,0.052631579
tanks,action,0.058823529
team-based,action,0.028368794
text-based,action,0.02
third person,action,0.012362637
third-person shooter,action,0.008333333
thriller,action,0
time attack,action,0.1875
time management,action,0.076923077
time manipulation,action,0
time travel,action,0.042553191
top-down,action,0.051948052
top-down shooter,action,0.051282051
touch-friendly,action,0.017857143
tower defense,action,0.087649402
trackir,action,0.095238095
trading,action,0.047619048
trading card game,action,0.08
trains,action,0
transhumanism,action,0
turn-based,action,0.039083558
turn-based combat,action,0.042253521
turn-based strategy,action,0.039156627
turn-based tactics,action,0.0375
twin stick shooter,action,0
typing,action,0.115384615
underground,action,0
underwater,action,0.040816327
unforgiving,action,0
utilities,action,0
vampire,action,0.06
video production,action,0
villain protagonist,action,0.057142857
violent,action,0.011494253
visual novel,action,0.002597403
voice control,action,0
voxel,action,0.073170732
walking simulator,action,0.03902439
war,action,0.0591133
wargame,action,0.055555556
warhammer 40k,action,0
web publishing,action,0
werewolves,action,0.033333333
western,action,0.08
word game,action,0.2
world war i,action,0.035714286
world war ii,action,0.06
wrestling,action,0.166666667
zombies,action,0.057324841
2d fighter,action rpg,0
3d platformer,action rpg,0
4x,action rpg,0
6dof,action rpg,0
abstract,action rpg,0
action,action rpg,0.01350135
action rpg,action rpg,0.059602649
action-adventure,action rpg,0.0625
addictive,action rpg,0
adventure,action rpg,0.008526851
agriculture,action rpg,0
aliens,action rpg,0
alternate history,action rpg,0
america,action rpg,0
animation & modeling,action rpg,0
anime,action rpg,0.007680492
arcade,action rpg,0.004615385
arena shooter,action rpg,0
artificial intelligence,action rpg,0
assassin,action rpg,0.021276596
atmospheric,action rpg,0.010132502
